韻字,聲調,序號,韻名,韻碼,注釋
𢧴,平聲,下四,豪,19,
𩪋,平聲,下四,豪,19,
𧯌,平聲,下四,豪,19,
𩋃,平聲,下四,豪,19,
𣽎,平聲,下四,豪,19,
多,平聲,下五,歌,20,
何,平聲,下五,歌,20,
歌,平聲,下五,歌,20,
波,平聲,下五,歌,20,
過,平聲,下五,歌,20,經過
河,平聲,下五,歌,20,
羅,平聲,下五,歌,20,
和,平聲,下五,歌,20,
咊,平聲,下五,歌,20,
蘿,平聲,下五,歌,20,
磨,平聲,下五,歌,20,
跎,平聲,下五,歌,20,
柯,平聲,下五,歌,20,
戈,平聲,下五,歌,20,
阿,平聲,下五,歌,20,
坡,平聲,下五,歌,20,
科,平聲,下五,歌,20,
蓑,平聲,下五,歌,20,
娑,平聲,下五,歌,20,
峨,平聲,下五,歌,20,
峩,平聲,下五,歌,20,
荷,平聲,下五,歌,20,
摩,平聲,下五,歌,20,
娥,平聲,下五,歌,20,
梭,平聲,下五,歌,20,
哦,平聲,下五,歌,20,
珂,平聲,下五,歌,20,
魔,平聲,下五,歌,20,
皤,平聲,下五,歌,20,
窩,平聲,下五,歌,20,
訛,平聲,下五,歌,20,
窠,平聲,下五,歌,20,
鵝,平聲,下五,歌,20,
鵞,平聲,下五,歌,20,
䳘,平聲,下五,歌,20,
陀,平聲,下五,歌,20,
螺,平聲,下五,歌,20,
沱,平聲,下五,歌,20,
蛾,平聲,下五,歌,20,
禾,平聲,下五,歌,20,
駝,平聲,下五,歌,20,
酡,平聲,下五,歌,20,
莎,平聲,下五,歌,20,
呵,平聲,下五,歌,20,
他,平聲,下五,歌,20,
鼉,平聲,下五,歌,20,
挲,平聲,下五,歌,20,
挱,平聲,下五,歌,20,
婆,平聲,下五,歌,20,
訶,平聲,下五,歌,20,
麽,平聲,下五,歌,20,
庅,平聲,下五,歌,20,
頗,平聲,下五,歌,20,
疴,平聲,下五,歌,20,
渦,平聲,下五,歌,20,
那,平聲,下五,歌,20,
痾,平聲,下五,歌,20,
它,平聲,下五,歌,20,
苛,平聲,下五,歌,20,
莪,平聲,下五,歌,20,
軻,平聲,下五,歌,20,
哥,平聲,下五,歌,20,
佗,平聲,下五,歌,20,
拖,平聲,下五,歌,20,
拕,平聲,下五,歌,20,
牁,平聲,下五,歌,20,
磋,平聲,下五,歌,20,
騾,平聲,下五,歌,20,
驘,平聲,下五,歌,20,
馱,平聲,下五,歌,20,
䭾,平聲,下五,歌,20,
鞾,平聲,下五,歌,20,
靴,平聲,下五,歌,20,
陁,平聲,下五,歌,20,
鍋,平聲,下五,歌,20,
瘥,平聲,下五,歌,20,
傞,平聲,下五,歌,20,
薖,平聲,下五,歌,20,
俄,平聲,下五,歌,20,
蛇,平聲,下五,歌,20,
蹉,平聲,下五,歌,20,
搓,平聲,下五,歌,20,
鑼,平聲,下五,歌,20,
囉,平聲,下五,歌,20,
迤,平聲,下五,歌,20,逶迤，行貌
儺,平聲,下五,歌,20,儺神
矬,平聲,下五,歌,20,
蝌,平聲,下五,歌,20,
嶓,平聲,下五,歌,20,
鹺,平聲,下五,歌,20,
紽,平聲,下五,歌,20,
籮,平聲,下五,歌,20,
娿,平聲,下五,歌,20,
舸,平聲,下五,歌,20,
瑳,平聲,下五,歌,20,
婀,平聲,下五,歌,20,
蠡,平聲,下五,歌,20,瓠瓢
醝,平聲,下五,歌,20,
挪,平聲,下五,歌,20,
蠃,平聲,下五,歌,20,
挼,平聲,下五,歌,20,
囮,平聲,下五,歌,20,
𡈙,平聲,下五,歌,20,
吪,平聲,下五,歌,20,
艖,平聲,下五,歌,20,
倭,平聲,下五,歌,20,
屙,平聲,下五,歌,20,
鮀,平聲,下五,歌,20,
趖,平聲,下五,歌,20,
覼,平聲,下五,歌,20,
鄱,平聲,下五,歌,20,
砣,平聲,下五,歌,20,
𥓿,平聲,下五,歌,20,
沲,平聲,下五,歌,20,同沱
睋,平聲,下五,歌,20,
犧,平聲,下五,歌,20,酒尊名
劘,平聲,下五,歌,20,
儸,平聲,下五,歌,20,
迦,平聲,下五,歌,20,
唆,平聲,下五,歌,20,
瘸,平聲,下五,歌,20,
猧,平聲,下五,歌,20,
喎,平聲,下五,歌,20,
番,平聲,下五,歌,20,
嵯,平聲,下五,歌,20,嵯峨
緺,平聲,下五,歌,20,
鈋,平聲,下五,歌,20,
邏,平聲,下五,歌,20,
茄,平聲,下五,歌,20,茄子
痤,平聲,下五,歌,20,
嗦,平聲,下五,歌,20,
碆,平聲,下五,歌,20,
哪,平聲,下五,歌,20,
詑,平聲,下五,歌,20,
伽,平聲,下五,歌,20,
髿,平聲,下五,歌,20,
難,平聲,下五,歌,20,同儺
玻,平聲,下五,歌,20,
蘑,平聲,下五,歌,20,
堶,平聲,下五,歌,20,
鸁,平聲,下五,歌,20,
桫,平聲,下五,歌,20,
捼,平聲,下五,歌,20,
盉,平聲,下五,歌,20,
鴕,平聲,下五,歌,20,
她,平聲,下五,歌,20,
岮,平聲,下五,歌,20,
莏,平聲,下五,歌,20,
菏,平聲,下五,歌,20,
獻,平聲,下五,歌,20,
柁,平聲,下五,歌,20,
鈛,平聲,下五,歌,20,
牱,平聲,下五,歌,20,
阤,平聲,下五,歌,20,
枷,平聲,下五,歌,20,
踒,平聲,下五,歌,20,
玀,平聲,下五,歌,20,
啵,平聲,下五,歌,20,
驒,平聲,下五,歌,20,
菠,平聲,下五,歌,20,
堝,平聲,下五,歌,20,
攞,平聲,下五,歌,20,
騀,平聲,下五,歌,20,
遳,平聲,下五,歌,20,
饠,平聲,下五,歌,20,
髁,平聲,下五,歌,20,
稞,平聲,下五,歌,20,
涹,平聲,下五,歌,20,
皒,平聲,下五,歌,20,
哬,平聲,下五,歌,20,
欏,平聲,下五,歌,20,
繁,平聲,下五,歌,20,姓
砢,平聲,下五,歌,20,
滒,平聲,下五,歌,20,
紴,平聲,下五,歌,20,
迗,平聲,下五,歌,20,
鴚,平聲,下五,歌,20,
渮,平聲,下五,歌,20,
萵,平聲,下五,歌,20,
虘,平聲,下五,歌,20,
咃,平聲,下五,歌,20,
萪,平聲,下五,歌,20,
鮻,平聲,下五,歌,20,
鼧,平聲,下五,歌,20,
袉,平聲,下五,歌,20,
誐,平聲,下五,歌,20,
錒,平聲,下五,歌,20,
鐹,平聲,下五,歌,20,
氌,平聲,下五,歌,20,
唩,平聲,下五,歌,20,
攎,平聲,下五,歌,20,
啝,平聲,下五,歌,20,
髍,平聲,下五,歌,20,
虆,平聲,下五,歌,20,
簻,平聲,下五,歌,20,
戨,平聲,下五,歌,20,
尛,平聲,下五,歌,20,
攠,平聲,下五,歌,20,
澕,平聲,下五,歌,20,
侳,平聲,下五,歌,20,
搫,平聲,下五,歌,20,
庹,平聲,下五,歌,20,
狏,平聲,下五,歌,20,
蒫,平聲,下五,歌,20,
戓,平聲,下五,歌,20,
魤,平聲,下五,歌,20,
濄,平聲,下五,歌,20,
鈳,平聲,下五,歌,20,
橠,平聲,下五,歌,20,
櫇,平聲,下五,歌,20,
覣,平聲,下五,歌,20,
躦,平聲,下五,歌,20,
翗,平聲,下五,歌,20,
覶,平聲,下五,歌,20,
睉,平聲,下五,歌,20,
妿,平聲,下五,歌,20,
姀,平聲,下五,歌,20,
魺,平聲,下五,歌,20,
嘙,平聲,下五,歌,20,
跢,平聲,下五,歌,20,
痑,平聲,下五,歌,20,
涐,平聲,下五,歌,20,
酇,平聲,下五,歌,20,酇城
鉫,平聲,下五,歌,20,
犐,平聲,下五,歌,20,
鉕,平聲,下五,歌,20,
蔖,平聲,下五,歌,20,
楇,平聲,下五,歌,20,
蚵,平聲,下五,歌,20,
戂,平聲,下五,歌,20,
柇,平聲,下五,歌,20,
枙,平聲,下五,歌,20,
腡,平聲,下五,歌,20,
摞,平聲,下五,歌,20,
咼,平聲,下五,歌,20,
硪,平聲,下五,歌,20,同峨
踻,平聲,下五,歌,20,
吔,平聲,下五,歌,20,
梛,平聲,下五,歌,20,
崜,平聲,下五,歌,20,
剆,平聲,下五,歌,20,
抲,平聲,下五,歌,20,
珴,平聲,下五,歌,20,
喛,平聲,下五,歌,20,
涶,平聲,下五,歌,20,
䯢,平聲,下五,歌,20,
㗻,平聲,下五,歌,20,
䋪,平聲,下五,歌,20,
䑘,平聲,下五,歌,20,
䃺,平聲,下五,歌,20,
㜑,平聲,下五,歌,20,
䌴,平聲,下五,歌,20,
䖸,平聲,下五,歌,20,
㽨,平聲,下五,歌,20,
䆼,平聲,下五,歌,20,
䈖,平聲,下五,歌,20,
䖕,平聲,下五,歌,20,
㤎,平聲,下五,歌,20,
䆧,平聲,下五,歌,20,
㱒,平聲,下五,歌,20,
䣜,平聲,下五,歌,20,
䴱,平聲,下五,歌,20,
䋍,平聲,下五,歌,20,
㔮,平聲,下五,歌,20,
䠡,平聲,下五,歌,20,
㰙,平聲,下五,歌,20,
䪑,平聲,下五,歌,20,
㸯,平聲,下五,歌,20,
㼠,平聲,下五,歌,20,
䐆,平聲,下五,歌,20,
䡐,平聲,下五,歌,20,
䭩,平聲,下五,歌,20,
䊨,平聲,下五,歌,20,
㿆,平聲,下五,歌,20,
䔀,平聲,下五,歌,20,
䔅,平聲,下五,歌,20,
䰿,平聲,下五,歌,20,
䤬,平聲,下五,歌,20,
䜏,平聲,下五,歌,20,
䝛,平聲,下五,歌,20,
㽿,平聲,下五,歌,20,
㚳,平聲,下五,歌,20,
䄉,平聲,下五,歌,20,
䴾,平聲,下五,歌,20,
㛖,平聲,下五,歌,20,
㸰,平聲,下五,歌,20,
㨇,平聲,下五,歌,20,
㭫,平聲,下五,歌,20,
㸫,平聲,下五,歌,20,
䒩,平聲,下五,歌,20,
䳗,平聲,下五,歌,20,
䯊,平聲,下五,歌,20,
㑚,平聲,下五,歌,20,
㩯,平聲,下五,歌,20,
㛗,平聲,下五,歌,20,
䓾,平聲,下五,歌,20,
㢦,平聲,下五,歌,20,
䌀,平聲,下五,歌,20,
㹻,平聲,下五,歌,20,
䍫,平聲,下五,歌,20,
𤄷,平聲,下五,歌,20,
𨠑,平聲,下五,歌,20,
𩒰,平聲,下五,歌,20,
𥟿,平聲,下五,歌,20,
𡡉,平聲,下五,歌,20,
𨍋,平聲,下五,歌,20,
𡹬,平聲,下五,歌,20,
𩴓,平聲,下五,歌,20,
𥞄,平聲,下五,歌,20,
𨹄,平聲,下五,歌,20,
𩞁,平聲,下五,歌,20,
𩕏,平聲,下五,歌,20,
𨰠,平聲,下五,歌,20,
𪘓,平聲,下五,歌,20,
花,平聲,下六,麻,21,
家,平聲,下六,麻,21,
華,平聲,下六,麻,21,
斜,平聲,下六,麻,21,
霞,平聲,下六,麻,21,
沙,平聲,下六,麻,21,
涯,平聲,下六,麻,21,
賒,平聲,下六,麻,21,
鴉,平聲,下六,麻,21,
茶,平聲,下六,麻,21,
嗟,平聲,下六,麻,21,
車,平聲,下六,麻,21,
槎,平聲,下六,麻,21,
紗,平聲,下六,麻,21,
麻,平聲,下六,麻,21,
誇,平聲,下六,麻,21,
芽,平聲,下六,麻,21,
加,平聲,下六,麻,21,
遮,平聲,下六,麻,21,
嘉,平聲,下六,麻,21,
牙,平聲,下六,麻,21,
瓜,平聲,下六,麻,21,
嘩,平聲,下六,麻,21,
譁,平聲,下六,麻,21,
砂,平聲,下六,麻,21,
笳,平聲,下六,麻,21,
葩,平聲,下六,麻,21,
蛇,平聲,下六,麻,21,
衙,平聲,下六,麻,21,
邪,平聲,下六,麻,21,
遐,平聲,下六,麻,21,
差,平聲,下六,麻,21,差錯
瑕,平聲,下六,麻,21,
琶,平聲,下六,麻,21,
夸,平聲,下六,麻,21,
奢,平聲,下六,麻,21,
耶,平聲,下六,麻,21,
叉,平聲,下六,麻,21,
蛙,平聲,下六,麻,21,
鼃,平聲,下六,麻,21,
葭,平聲,下六,麻,21,
撾,平聲,下六,麻,21,
蝦,平聲,下六,麻,21,
拏,平聲,下六,麻,21,
拿,平聲,下六,麻,21,
巴,平聲,下六,麻,21,
裟,平聲,下六,麻,21,
些,平聲,下六,麻,21,
洼,平聲,下六,麻,21,
丫,平聲,下六,麻,21,
蟆,平聲,下六,麻,21,
呀,平聲,下六,麻,21,
他,平聲,下六,麻,21,
查,平聲,下六,麻,21,
査,平聲,下六,麻,21,
娃,平聲,下六,麻,21,
爬,平聲,下六,麻,21,
啞,平聲,下六,麻,21,
谺,平聲,下六,麻,21,
爺,平聲,下六,麻,21,
楂,平聲,下六,麻,21,
揸,平聲,下六,麻,21,
罝,平聲,下六,麻,21,
芭,平聲,下六,麻,21,
枒,平聲,下六,麻,21,
窪,平聲,下六,麻,21,
蝸,平聲,下六,麻,21,
鋣,平聲,下六,麻,21,
騧,平聲,下六,麻,21,
畬,平聲,下六,麻,21,火種
哇,平聲,下六,麻,21,
窊,平聲,下六,麻,21,
髽,平聲,下六,麻,21,
笆,平聲,下六,麻,21,
椏,平聲,下六,麻,21,
伽,平聲,下六,麻,21,
珈,平聲,下六,麻,21,
媧,平聲,下六,麻,21,
杷,平聲,下六,麻,21,
髿,平聲,下六,麻,21,
檛,平聲,下六,麻,21,
岈,平聲,下六,麻,21,
麚,平聲,下六,麻,21,
琊,平聲,下六,麻,21,
跏,平聲,下六,麻,21,
艖,平聲,下六,麻,21,
茄,平聲,下六,麻,21,荷莖
鞾,平聲,下六,麻,21,
靴,平聲,下六,麻,21,
痂,平聲,下六,麻,21,
姱,平聲,下六,麻,21,
杈,平聲,下六,麻,21,
迦,平聲,下六,麻,21,
豭,平聲,下六,麻,21,
枷,平聲,下六,麻,21,
喳,平聲,下六,麻,21,
驊,平聲,下六,麻,21,
𦽊,平聲,下六,麻,21,
笯,平聲,下六,麻,21,
垞,平聲,下六,麻,21,
鯊,平聲,下六,麻,21,
豝,平聲,下六,麻,21,
柤,平聲,下六,麻,21,
挐,平聲,下六,麻,21,同拏
緺,平聲,下六,麻,21,
雅,平聲,下六,麻,21,同鴉
渣,平聲,下六,麻,21,
揶,平聲,下六,麻,21,
羓,平聲,下六,麻,21,
污,平聲,下六,麻,21,
汙,平聲,下六,麻,21,
汚,平聲,下六,麻,21,
划,平聲,下六,麻,21,划船
椰,平聲,下六,麻,21,
闍,平聲,下六,麻,21,
瘕,平聲,下六,麻,21,
搽,平聲,下六,麻,21,
畲,平聲,下六,麻,21,火種
吧,平聲,下六,麻,21,
爹,平聲,下六,麻,21,
疤,平聲,下六,麻,21,
奓,平聲,下六,麻,21,
猳,平聲,下六,麻,21,
耞,平聲,下六,麻,21,
苴,平聲,下六,麻,21,
媽,平聲,下六,麻,21,
莎,平聲,下六,麻,21,
涂,平聲,下六,麻,21,沮洳
溠,平聲,下六,麻,21,
碬,平聲,下六,麻,21,
塗,平聲,下六,麻,21,
荼,平聲,下六,麻,21,
煆,平聲,下六,麻,21,
吒,平聲,下六,麻,21,
茬,平聲,下六,麻,21,斫木
齇,平聲,下六,麻,21,
嘛,平聲,下六,麻,21,
荂,平聲,下六,麻,21,
鉈,平聲,下六,麻,21,
鍜,平聲,下六,麻,21,
騢,平聲,下六,麻,21,
嗏,平聲,下六,麻,21,
佘,平聲,下六,麻,21,
蕸,平聲,下六,麻,21,
齟,平聲,下六,麻,21,
啦,平聲,下六,麻,21,
咱,平聲,下六,麻,21,
叭,平聲,下六,麻,21,
呿,平聲,下六,麻,21,
耙,平聲,下六,麻,21,
粑,平聲,下六,麻,21,
鏵,平聲,下六,麻,21,
蹅,平聲,下六,麻,21,
颬,平聲,下六,麻,21,
犘,平聲,下六,麻,21,
皻,平聲,下六,麻,21,
袈,平聲,下六,麻,21,
鴐,平聲,下六,麻,21,
幏,平聲,下六,麻,21,
蚆,平聲,下六,麻,21,
釶,平聲,下六,麻,21,
秅,平聲,下六,麻,21,
靫,平聲,下六,麻,21,
鷨,平聲,下六,麻,21,
舥,平聲,下六,麻,21,
吾,平聲,下六,麻,21,縣名
玡,平聲,下六,麻,21,
碴,平聲,下六,麻,21,
痧,平聲,下六,麻,21,
樺,平聲,下六,麻,21,
痲,平聲,下六,麻,21,
旯,平聲,下六,麻,21,
蚜,平聲,下六,麻,21,
唓,平聲,下六,麻,21,
孲,平聲,下六,麻,21,
嗻,平聲,下六,麻,21,
揢,平聲,下六,麻,21,
鈀,平聲,下六,麻,21,
畖,平聲,下六,麻,21,
瘑,平聲,下六,麻,21,
貑,平聲,下六,麻,21,
謯,平聲,下六,麻,21,
閕,平聲,下六,麻,21,
蒘,平聲,下六,麻,21,
莗,平聲,下六,麻,21,
踻,平聲,下六,麻,21,
錏,平聲,下六,麻,21,
筢,平聲,下六,麻,21,
釾,平聲,下六,麻,21,
蛼,平聲,下六,麻,21,
胍,平聲,下六,麻,21,
挓,平聲,下六,麻,21,
桬,平聲,下六,麻,21,
譇,平聲,下六,麻,21,
潖,平聲,下六,麻,21,
捓,平聲,下六,麻,21,
硰,平聲,下六,麻,21,
硨,平聲,下六,麻,21,
溛,平聲,下六,麻,21,
抯,平聲,下六,麻,21,
犽,平聲,下六,麻,21,
梌,平聲,下六,麻,21,
粆,平聲,下六,麻,21,
泇,平聲,下六,麻,21,
哆,平聲,下六,麻,21,
褨,平聲,下六,麻,21,
侉,平聲,下六,麻,21,
找,平聲,下六,麻,21,
峫,平聲,下六,麻,21,
咤,平聲,下六,麻,21,
抲,平聲,下六,麻,21,
癿,平聲,下六,麻,21,
苩,平聲,下六,麻,21,
謶,平聲,下六,麻,21,
秺,平聲,下六,麻,21,
婼,平聲,下六,麻,21,
袓,平聲,下六,麻,21,
鋘,平聲,下六,麻,21,
訍,平聲,下六,麻,21,
跒,平聲,下六,麻,21,
蒫,平聲,下六,麻,21,
蟼,平聲,下六,麻,21,
膼,平聲,下六,麻,21,
觰,平聲,下六,麻,21,
妑,平聲,下六,麻,21,
疨,平聲,下六,麻,21,
焻,平聲,下六,麻,21,
愘,平聲,下六,麻,21,
簻,平聲,下六,麻,21,
椵,平聲,下六,麻,21,
皅,平聲,下六,麻,21,
釫,平聲,下六,麻,21,
俹,平聲,下六,麻,21,
晇,平聲,下六,麻,21,
煱,平聲,下六,麻,21,
摦,平聲,下六,麻,21,
嫬,平聲,下六,麻,21,
腡,平聲,下六,麻,21,
嫅,平聲,下六,麻,21,
蔖,平聲,下六,麻,21,
誽,平聲,下六,麻,21,
銟,平聲,下六,麻,21,
睱,平聲,下六,麻,21,
椴,平聲,下六,麻,21,
笌,平聲,下六,麻,21,
捈,平聲,下六,麻,21,
夿,平聲,下六,麻,21,
吪,平聲,下六,麻,21,
歄,平聲,下六,麻,21,
腵,平聲,下六,麻,21,
浾,平聲,下六,麻,21,
哶,平聲,下六,麻,21,
諣,平聲,下六,麻,21,
潳,平聲,下六,麻,21,
藸,平聲,下六,麻,21,
咼,平聲,下六,麻,21,
鎈,平聲,下六,麻,21,
鴚,平聲,下六,麻,21,
吙,平聲,下六,麻,21,
犌,平聲,下六,麻,21,
燊,平聲,下六,麻,21,
搲,平聲,下六,麻,21,
祖,平聲,下六,麻,21,縣名
鉫,平聲,下六,麻,21,
鍦,平聲,下六,麻,21,
䴥,平聲,下六,麻,21,
㲚,平聲,下六,麻,21,
䗫,平聲,下六,麻,21,
䨟,平聲,下六,麻,21,
䔑,平聲,下六,麻,21,
䃁,平聲,下六,麻,21,
㜘,平聲,下六,麻,21,
㧓,平聲,下六,麻,21,
䂟,平聲,下六,麻,21,
㿬,平聲,下六,麻,21,
䑡,平聲,下六,麻,21,
䠍,平聲,下六,麻,21,
㚙,平聲,下六,麻,21,
䶕,平聲,下六,麻,21,
䶥,平聲,下六,麻,21,
䄰,平聲,下六,麻,21,
䁟,平聲,下六,麻,21,
䈔,平聲,下六,麻,21,
䅿,平聲,下六,麻,21,
㠺,平聲,下六,麻,21,
㳸,平聲,下六,麻,21,
㛻,平聲,下六,麻,21,
䫚,平聲,下六,麻,21,
㾚,平聲,下六,麻,21,
䵷,平聲,下六,麻,21,
䯯,平聲,下六,麻,21,
㢒,平聲,下六,麻,21,
㰺,平聲,下六,麻,21,
䫗,平聲,下六,麻,21,
㭉,平聲,下六,麻,21,
㢉,平聲,下六,麻,21,
㭨,平聲,下六,麻,21,
䵙,平聲,下六,麻,21,
䦈,平聲,下六,麻,21,
䪗,平聲,下六,麻,21,
㝞,平聲,下六,麻,21,
㠏,平聲,下六,麻,21,
䣝,平聲,下六,麻,21,
䕒,平聲,下六,麻,21,
䩖,平聲,下六,麻,21,
㤉,平聲,下六,麻,21,
㗾,平聲,下六,麻,21,
㦄,平聲,下六,麻,21,
㗇,平聲,下六,麻,21,
㸺,平聲,下六,麻,21,
㧎,平聲,下六,麻,21,
䔢,平聲,下六,麻,21,
㸭,平聲,下六,麻,21,
䐤,平聲,下六,麻,21,
㸙,平聲,下六,麻,21,
㚗,平聲,下六,麻,21,
䛔,平聲,下六,麻,21,
䠸,平聲,下六,麻,21,
㖿,平聲,下六,麻,21,
㽋,平聲,下六,麻,21,
㹢,平聲,下六,麻,21,
䐒,平聲,下六,麻,21,
䏧,平聲,下六,麻,21,
䍓,平聲,下六,麻,21,
䯲,平聲,下六,麻,21,
䔤,平聲,下六,麻,21,
㗬,平聲,下六,麻,21,
䶗,平聲,下六,麻,21,
䓉,平聲,下六,麻,21,
㪥,平聲,下六,麻,21,
䯞,平聲,下六,麻,21,
㦋,平聲,下六,麻,21,
㦊,平聲,下六,麻,21,
㵃,平聲,下六,麻,21,
䖯,平聲,下六,麻,21,
𦬻,平聲,下六,麻,21,
𦳏,平聲,下六,麻,21,
𡤫,平聲,下六,麻,21,
𠜲,平聲,下六,麻,21,
𣩈,平聲,下六,麻,21,
𠽫,平聲,下六,麻,21,
𦭿,平聲,下六,麻,21,
𥂓,平聲,下六,麻,21,
𣘻,平聲,下六,麻,21,
𢳛,平聲,下六,麻,21,
𥯘,平聲,下六,麻,21,
𥍸,平聲,下六,麻,21,
𤶠,平聲,下六,麻,21,
𤘅,平聲,下六,麻,21,
𤹡,平聲,下六,麻,21,
𩊮,平聲,下六,麻,21,
𥥸,平聲,下六,麻,21,
𥡧,平聲,下六,麻,21,
𪓹,平聲,下六,麻,21,
𦰳,平聲,下六,麻,21,
𥡮,平聲,下六,麻,21,
香,平聲,下七,陽,22,
長,平聲,下七,陽,22,
光,平聲,下七,陽,22,
陽,平聲,下七,陽,22,
凉,平聲,下七,陽,22,
鄉,平聲,下七,陽,22,
堂,平聲,下七,陽,22,
霜,平聲,下七,陽,22,
方,平聲,下七,陽,22,
黃,平聲,下七,陽,22,
章,平聲,下七,陽,22,
腸,平聲,下七,陽,22,
膓,平聲,下七,陽,22,
郎,平聲,下七,陽,22,
芳,平聲,下七,陽,22,
茫,平聲,下七,陽,22,
場,平聲,下七,陽,22,
忙,平聲,下七,陽,22,
觴,平聲,下七,陽,22,
狂,平聲,下七,陽,22,
傷,平聲,下七,陽,22,
牀,平聲,下七,陽,22,
床,平聲,下七,陽,22,
荒,平聲,下七,陽,22,
裳,平聲,下七,陽,22,
蒼,平聲,下七,陽,22,
忘,平聲,下七,陽,22,
王,平聲,下七,陽,22,
行,平聲,下七,陽,22,行列
妝,平聲,下七,陽,22,
粧,平聲,下七,陽,22,
梁,平聲,下七,陽,22,
樑,平聲,下七,陽,22,
常,平聲,下七,陽,22,
藏,平聲,下七,陽,22,
墻,平聲,下七,陽,22,
房,平聲,下七,陽,22,
翔,平聲,下七,陽,22,
塘,平聲,下七,陽,22,
桑,平聲,下七,陽,22,
亡,平聲,下七,陽,22,
亾,平聲,下七,陽,22,
兦,平聲,下七,陽,22,
央,平聲,下七,陽,22,
皇,平聲,下七,陽,22,
揚,平聲,下七,陽,22,
囊,平聲,下七,陽,22,
傍,平聲,下七,陽,22,通旁
良,平聲,下七,陽,22,
嘗,平聲,下七,陽,22,
甞,平聲,下七,陽,22,
量,平聲,下七,陽,22,衡量
羊,平聲,下七,陽,22,
岡,平聲,下七,陽,22,
張,平聲,下七,陽,22,
湘,平聲,下七,陽,22,
強,平聲,下七,陽,22,剛強
唐,平聲,下七,陽,22,
漿,平聲,下七,陽,22,
𤕯,平聲,下七,陽,22,
莊,平聲,下七,陽,22,
廊,平聲,下七,陽,22,
康,平聲,下七,陽,22,
旁,平聲,下七,陽,22,
昌,平聲,下七,陽,22,
裝,平聲,下七,陽,22,
航,平聲,下七,陽,22,
商,平聲,下七,陽,22,
將,平聲,下七,陽,22,持也送也
楊,平聲,下七,陽,22,
浪,平聲,下七,陽,22,滄浪
疆,平聲,下七,陽,22,
當,平聲,下七,陽,22,應當
祥,平聲,下七,陽,22,
凰,平聲,下七,陽,22,
芒,平聲,下七,陽,22,
杧,平聲,下七,陽,22,
望,平聲,下七,陽,22,
朢,平聲,下七,陽,22,
昂,平聲,下七,陽,22,
昻,平聲,下七,陽,22,
妨,平聲,下七,陽,22,
鴦,平聲,下七,陽,22,
湯,平聲,下七,陽,22,
糧,平聲,下七,陽,22,
棠,平聲,下七,陽,22,
徨,平聲,下七,陽,22,
洋,平聲,下七,陽,22,
娘,平聲,下七,陽,22,
孃,平聲,下七,陽,22,
琅,平聲,下七,陽,22,
瑯,平聲,下七,陽,22,
狼,平聲,下七,陽,22,
詳,平聲,下七,陽,22,
粱,平聲,下七,陽,22,
徉,平聲,下七,陽,22,
坊,平聲,下七,陽,22,
綱,平聲,下七,陽,22,
箱,平聲,下七,陽,22,
煌,平聲,下七,陽,22,
剛,平聲,下七,陽,22,
僵,平聲,下七,陽,22,
璫,平聲,下七,陽,22,
驤,平聲,下七,陽,22,
倉,平聲,下七,陽,22,
簧,平聲,下七,陽,22,
防,平聲,下七,陽,22,
篁,平聲,下七,陽,22,
檣,平聲,下七,陽,22,
艢,平聲,下七,陽,22,
償,平聲,下七,陽,22,
彰,平聲,下七,陽,22,
臧,平聲,下七,陽,22,
殃,平聲,下七,陽,22,
慷,平聲,下七,陽,22,
遑,平聲,下七,陽,22,
襄,平聲,下七,陽,22,
㐮,平聲,下七,陽,22,
繮,平聲,下七,陽,22,
鋩,平聲,下七,陽,22,
鏘,平聲,下七,陽,22,
筐,平聲,下七,陽,22,
糠,平聲,下七,陽,22,
穅,平聲,下七,陽,22,
秧,平聲,下七,陽,22,
羌,平聲,下七,陽,22,
羗,平聲,下七,陽,22,
鋩,平聲,下七,陽,22,
穰,平聲,下七,陽,22,
姜,平聲,下七,陽,22,
殤,平聲,下七,陽,22,
肓,平聲,下七,陽,22,
滂,平聲,下七,陽,22,
廂,平聲,下七,陽,22,
榔,平聲,下七,陽,22,
螿,平聲,下七,陽,22,
崗,平聲,下七,陽,22,
瘡,平聲,下七,陽,22,
潢,平聲,下七,陽,22,
戕,平聲,下七,陽,22,
閶,平聲,下七,陽,22,
惶,平聲,下七,陽,22,
璋,平聲,下七,陽,22,
槍,平聲,下七,陽,22,
猖,平聲,下七,陽,22,
庠,平聲,下七,陽,22,
杭,平聲,下七,陽,22,
頏,平聲,下七,陽,22,
隍,平聲,下七,陽,22,
颺,平聲,下七,陽,22,
蹌,平聲,下七,陽,22,
彊,平聲,下七,陽,22,
攘,平聲,下七,陽,22,
緗,平聲,下七,陽,22,
暘,平聲,下七,陽,22,
相,平聲,下七,陽,22,
艎,平聲,下七,陽,22,
漳,平聲,下七,陽,22,
邙,平聲,下七,陽,22,
鋼,平聲,下七,陽,22,
璜,平聲,下七,陽,22,
肪,平聲,下七,陽,22,
魴,平聲,下七,陽,22,
驦,平聲,下七,陽,22,
匡,平聲,下七,陽,22,
蝗,平聲,下七,陽,22,
簹,平聲,下七,陽,22,
喪,平聲,下七,陽,22,喪葬
倡,平聲,下七,陽,22,
鸘,平聲,下七,陽,22,
薑,平聲,下七,陽,22,
汪,平聲,下七,陽,22,
吭,平聲,下七,陽,22,
瀼,平聲,下七,陽,22,露濃貌
嫜,平聲,下七,陽,22,
