韻字,聲調,序號,韻名,韻碼,注釋
廴,上聲,十一,軫,111,
揗,上聲,十一,軫,111,
屒,上聲,十一,軫,111,
喗,上聲,十一,軫,111,
睶,上聲,十一,軫,111,
囟,上聲,十一,軫,111,
鎨,上聲,十一,軫,111,
傊,上聲,十一,軫,111,
昣,上聲,十一,軫,111,
潣,上聲,十一,軫,111,
蔨,上聲,十一,軫,111,
婜,上聲,十一,軫,111,
鶣,上聲,十一,軫,111,
萶,上聲,十一,軫,111,
鵘,上聲,十一,軫,111,
敃,上聲,十一,軫,111,
疄,上聲,十一,軫,111,
麎,上聲,十一,軫,111,
亃,上聲,十一,軫,111,
鯅,上聲,十一,軫,111,
阭,上聲,十一,軫,111,
渳,上聲,十一,軫,111,
蜠,上聲,十一,軫,111,
刡,上聲,十一,軫,111,
槇,上聲,十一,軫,111,
馻,上聲,十一,軫,111,
荺,上聲,十一,軫,111,
㩈,上聲,十一,軫,111,
䀕,上聲,十一,軫,111,
䒡,上聲,十一,軫,111,
㽙,上聲,十一,軫,111,
㿤,上聲,十一,軫,111,
䲄,上聲,十一,軫,111,
㦏,上聲,十一,軫,111,
䪳,上聲,十一,軫,111,
㔼,上聲,十一,軫,111,
䟨,上聲,十一,軫,111,
䐔,上聲,十一,軫,111,
㯸,上聲,十一,軫,111,
㖺,上聲,十一,軫,111,
㰮,上聲,十一,軫,111,
㐱,上聲,十一,軫,111,
㾙,上聲,十一,軫,111,
䑐,上聲,十一,軫,111,
䝩,上聲,十一,軫,111,
䮞,上聲,十一,軫,111,
䇙,上聲,十一,軫,111,
䦮,上聲,十一,軫,111,
䨶,上聲,十一,軫,111,
㖥,上聲,十一,軫,111,
䪾,上聲,十一,軫,111,
䐏,上聲,十一,軫,111,
㨚,上聲,十一,軫,111,
䐃,上聲,十一,軫,111,
㣼,上聲,十一,軫,111,
㥸,上聲,十一,軫,111,
䂦,上聲,十一,軫,111,
䇖,上聲,十一,軫,111,
䊶,上聲,十一,軫,111,
㬆,上聲,十一,軫,111,
䀆,上聲,十一,軫,111,
䂧,上聲,十一,軫,111,
𧼒,上聲,十一,軫,111,
𦓾,上聲,十一,軫,111,
粉,上聲,十二,吻,112,
憤,上聲,十二,吻,112,
吻,上聲,十二,吻,112,
肳,上聲,十二,吻,112,
謹,上聲,十二,吻,112,
槿,上聲,十二,吻,112,
韞,上聲,十二,吻,112,
殷,上聲,十二,吻,112,雷聲
惲,上聲,十二,吻,112,
卺,上聲,十二,吻,112,
隱,上聲,十二,吻,112,
乚,上聲,十二,吻,112,
搵,上聲,十二,吻,112,
听,上聲,十二,吻,112,笑貌
近,上聲,十二,吻,112,
癮,上聲,十二,吻,112,
緼,上聲,十二,吻,112,
刎,上聲,十二,吻,112,
蘊,上聲,十二,吻,112,
抿,上聲,十二,吻,112,
墳,上聲,十二,吻,112,土膏肥也
讔,上聲,十二,吻,112,
抆,上聲,十二,吻,112,
弅,上聲,十二,吻,112,
忿,上聲,十二,吻,112,
瑾,上聲,十二,吻,112,
抎,上聲,十二,吻,112,
攈,上聲,十二,吻,112,
菫,上聲,十二,吻,112,
磤,上聲,十二,吻,112,雷聲
檃,上聲,十二,吻,112,
膹,上聲,十二,吻,112,
嶾,上聲,十二,吻,112,
蘟,上聲,十二,吻,112,
秎,上聲,十二,吻,112,
坋,上聲,十二,吻,112,
凕,上聲,十二,吻,112,
齳,上聲,十二,吻,112,
歾,上聲,十二,吻,112,
呡,上聲,十二,吻,112,
勽,上聲,十二,吻,112,
菢,上聲,十二,吻,112,
賱,上聲,十二,吻,112,
齔,上聲,十二,吻,112,
縕,上聲,十二,吻,112,
喗,上聲,十二,吻,112,
愪,上聲,十二,吻,112,
黺,上聲,十二,吻,112,
魵,上聲,十二,吻,112,
赾,上聲,十二,吻,112,
熉,上聲,十二,吻,112,
漌,上聲,十二,吻,112,
伆,上聲,十二,吻,112,
夽,上聲,十二,吻,112,
䨸,上聲,十二,吻,112,
㹏,上聲,十二,吻,112,
䌍,上聲,十二,吻,112,
㻒,上聲,十二,吻,112,
䞫,上聲,十二,吻,112,
䠴,上聲,十二,吻,112,
㗃,上聲,十二,吻,112,
䤺,上聲,十二,吻,112,
䆬,上聲,十二,吻,112,
䌥,上聲,十二,吻,112,
䘆,上聲,十二,吻,112,
㥹,上聲,十二,吻,112,
㦩,上聲,十二,吻,112,
𢀿,上聲,十二,吻,112,
𢅯,上聲,十二,吻,112,
𩸂,上聲,十二,吻,112,
𪏴,上聲,十二,吻,112,
晚,上聲,十三,阮,113,
暖,上聲,十三,阮,113,
返,上聲,十三,阮,113,
苑,上聲,十三,阮,113,
坂,上聲,十三,阮,113,
偃,上聲,十三,阮,113,
阮,上聲,十三,阮,113,
碗,上聲,十三,阮,113,
遠,上聲,十三,阮,113,
婉,上聲,十三,阮,113,
阪,上聲,十三,阮,113,
反,上聲,十三,阮,113,
幰,上聲,十三,阮,113,
娩,上聲,十三,阮,113,
飯,上聲,十三,阮,113,
宛,上聲,十三,阮,113,
蹇,上聲,十三,阮,113,
巘,上聲,十三,阮,113,
挽,上聲,十三,阮,113,
烜,上聲,十三,阮,113,
綣,上聲,十三,阮,113,
琬,上聲,十三,阮,113,
踠,上聲,十三,阮,113,
畹,上聲,十三,阮,113,
鍵,上聲,十三,阮,113,
揵,上聲,十三,阮,113,
鼹,上聲,十三,阮,113,
晼,上聲,十三,阮,113,
鶠,上聲,十三,阮,113,
夘,上聲,十三,阮,113,
菀,上聲,十三,阮,113,
蝘,上聲,十三,阮,113,
蜿,上聲,十三,阮,113,蜿蟮，蚯蚓
堰,上聲,十三,阮,113,
咺,上聲,十三,阮,113,
圈,上聲,十三,阮,113,
躽,上聲,十三,阮,113,
鰋,上聲,十三,阮,113,
楗,上聲,十三,阮,113,
緩,上聲,十三,阮,113,
匽,上聲,十三,阮,113,
皖,上聲,十三,阮,113,
沅,上聲,十三,阮,113,
軬,上聲,十三,阮,113,
箢,上聲,十三,阮,113,
寋,上聲,十三,阮,113,
夗,上聲,十三,阮,113,
愝,上聲,十三,阮,113,
倇,上聲,十三,阮,113,
妴,上聲,十三,阮,113,
攇,上聲,十三,阮,113,
鋺,上聲,十三,阮,113,
朊,上聲,十三,阮,113,
梡,上聲,十三,阮,113,
嬎,上聲,十三,阮,113,
喛,上聲,十三,阮,113,
湕,上聲,十三,阮,113,
傿,上聲,十三,阮,113,
鄢,上聲,十三,阮,113,地名
薳,上聲,十三,阮,113,
梚,上聲,十三,阮,113,
瓪,上聲,十三,阮,113,
邧,上聲,十三,阮,113,
桳,上聲,十三,阮,113,
睕,上聲,十三,阮,113,
奆,上聲,十三,阮,113,
褗,上聲,十三,阮,113,
媗,上聲,十三,阮,113,
鯇,上聲,十三,阮,113,
愃,上聲,十三,阮,113,
葂,上聲,十三,阮,113,
脕,上聲,十三,阮,113,
盶,上聲,十三,阮,113,
虇,上聲,十三,阮,113,
錪,上聲,十三,阮,113,
綩,上聲,十三,阮,113,
犿,上聲,十三,阮,113,
橎,上聲,十三,阮,113,
搟,上聲,十三,阮,113,
鰎,上聲,十三,阮,113,
㬉,上聲,十三,阮,113,
䜝,上聲,十三,阮,113,
㽜,上聲,十三,阮,113,
䅚,上聲,十三,阮,113,
䩊,上聲,十三,阮,113,
䡊,上聲,十三,阮,113,
䤷,上聲,十三,阮,113,
䊎,上聲,十三,阮,113,
䳃,上聲,十三,阮,113,
㱧,上聲,十三,阮,113,
䅋,上聲,十三,阮,113,
䞁,上聲,十三,阮,113,
䜢,上聲,十三,阮,113,
䘼,上聲,十三,阮,113,
䛀,上聲,十三,阮,113,
䪭,上聲,十三,阮,113,
䑱,上聲,十三,阮,113,
㨴,上聲,十三,阮,113,
䛷,上聲,十三,阮,113,
㿸,上聲,十三,阮,113,
䮿,上聲,十三,阮,113,
㫃,上聲,十三,阮,113,
䎡,上聲,十三,阮,113,
㔓,上聲,十三,阮,113,
𩔃,上聲,十三,阮,113,
𥆗,上聲,十三,阮,113,
𧡩,上聲,十三,阮,113,
穩,上聲,十三,阮,113,
本,上聲,十三,阮,113,
衮,上聲,十三,阮,113,
損,上聲,十三,阮,113,
沌,上聲,十三,阮,113,
閫,上聲,十三,阮,113,
混,上聲,十三,阮,113,
滾,上聲,十三,阮,113,
懇,上聲,十三,阮,113,
悃,上聲,十三,阮,113,
墾,上聲,十三,阮,113,
忖,上聲,十三,阮,113,
壼,上聲,十三,阮,113,
畚,上聲,十三,阮,113,
蔉,上聲,十三,阮,113,
遁,上聲,十三,阮,113,
遯,上聲,十三,阮,113,
鯀,上聲,十三,阮,113,
狠,上聲,十三,阮,113,
很,上聲,十三,阮,113,
輥,上聲,十三,阮,113,
噂,上聲,十三,阮,113,
渾,上聲,十三,阮,113,盛也
梱,上聲,十三,阮,113,
笨,上聲,十三,阮,113,
捆,上聲,十三,阮,113,
綑,上聲,十三,阮,113,
焜,上聲,十三,阮,113,
盾,上聲,十三,阮,113,
鱒,上聲,十三,阮,113,
暪,上聲,十三,阮,113,
撙,上聲,十三,阮,113,
躉,上聲,十三,阮,113,
刌,上聲,十三,阮,113,
獖,上聲,十三,阮,113,
棍,上聲,十三,阮,113,
吨,上聲,十三,阮,113,
噸,上聲,十三,阮,113,
硱,上聲,十三,阮,113,
掍,上聲,十三,阮,113,
稛,上聲,十三,阮,113,
齦,上聲,十三,阮,113,齧也
坉,上聲,十三,阮,113,
苯,上聲,十三,阮,113,
緄,上聲,十三,阮,113,
豤,上聲,十三,阮,113,
庉,上聲,十三,阮,113,
裍,上聲,十三,阮,113,
僔,上聲,十三,阮,113,
詪,上聲,十三,阮,113,
峎,上聲,十三,阮,113,
氽,上聲,十三,阮,113,
潡,上聲,十三,阮,113,
逇,上聲,十三,阮,113,
倱,上聲,十三,阮,113,
腞,上聲,十三,阮,113,
伅,上聲,十三,阮,113,
黗,上聲,十三,阮,113,
眃,上聲,十三,阮,113,
睴,上聲,十三,阮,113,
緷,上聲,十三,阮,113,
惃,上聲,十三,阮,113,
碖,上聲,十三,阮,113,
婫,上聲,十三,阮,113,
泍,上聲,十三,阮,113,
棞,上聲,十三,阮,113,
呠,上聲,十三,阮,113,
桳,上聲,十三,阮,113,
崸,上聲,十三,阮,113,
翸,上聲,十三,阮,113,
稐,上聲,十三,阮,113,
睔,上聲,十三,阮,113,
桽,上聲,十三,阮,113,
翉,上聲,十三,阮,113,
齳,上聲,十三,阮,113,
丨,上聲,十三,阮,113,
喗,上聲,十三,阮,113,
壿,上聲,十三,阮,113,
錕,上聲,十三,阮,113,
觨,上聲,十三,阮,113,
菎,上聲,十三,阮,113,
䔿,上聲,十三,阮,113,
䁚,上聲,十三,阮,113,
㵍,上聲,十三,阮,113,
䫟,上聲,十三,阮,113,
㝧,上聲,十三,阮,113,
㮥,上聲,十三,阮,113,
㨧,上聲,十三,阮,113,
㖔,上聲,十三,阮,113,
䃂,上聲,十三,阮,113,
㙥,上聲,十三,阮,113,
䠅,上聲,十三,阮,113,
㡷,上聲,十三,阮,113,
䵯,上聲,十三,阮,113,
㤓,上聲,十三,阮,113,
䓳,上聲,十三,阮,113,
䜇,上聲,十三,阮,113,
䚠,上聲,十三,阮,113,
䬱,上聲,十三,阮,113,
䐣,上聲,十三,阮,113,
䅰,上聲,十三,阮,113,
㯻,上聲,十三,阮,113,
䙛,上聲,十三,阮,113,
䛰,上聲,十三,阮,113,
䅙,上聲,十三,阮,113,
䧰,上聲,十三,阮,113,
𦠆,上聲,十三,阮,113,
𩑔,上聲,十三,阮,113,
滿,上聲,十四,旱,114,
短,上聲,十四,旱,114,
管,上聲,十四,旱,114,
懶,上聲,十四,旱,114,
旱,上聲,十四,旱,114,
款,上聲,十四,旱,114,
欵,上聲,十四,旱,114,
煖,上聲,十四,旱,114,
誕,上聲,十四,旱,114,
椀,上聲,十四,旱,114,
坦,上聲,十四,旱,114,
傘,上聲,十四,旱,114,
罕,上聲,十四,旱,114,
琯,上聲,十四,旱,114,
盌,上聲,十四,旱,114,
纂,上聲,十四,旱,114,
瓚,上聲,十四,旱,114,
疃,上聲,十四,旱,114,
畽,上聲,十四,旱,114,
懣,上聲,十四,旱,114,
袒,上聲,十四,旱,114,
襢,上聲,十四,旱,114,
窾,上聲,十四,旱,114,
緩,上聲,十四,旱,114,
卵,上聲,十四,旱,114,
館,上聲,十四,旱,114,
舘,上聲,十四,旱,114,
斷,上聲,十四,旱,114,
筦,上聲,十四,旱,114,
散,上聲,十四,旱,114,
蜑,上聲,十四,旱,114,
伴,上聲,十四,旱,114,
稈,上聲,十四,旱,114,
蛋,上聲,十四,旱,114,
疍,上聲,十四,旱,114,
浣,上聲,十四,旱,114,
澣,上聲,十四,旱,114,
纘,上聲,十四,旱,114,
趲,上聲,十四,旱,114,
算,上聲,十四,旱,114,
筭,上聲,十四,旱,114,
赶,上聲,十四,旱,114,
盥,上聲,十四,旱,114,
亶,上聲,十四,旱,114,
笴,上聲,十四,旱,114,
潬,上聲,十四,旱,114,
痯,上聲,十四,旱,114,
悍,上聲,十四,旱,114,性急也
但,上聲,十四,旱,114,
侃,上聲,十四,旱,114,
脘,上聲,十四,旱,114,
嬗,上聲,十四,旱,114,
暵,上聲,十四,旱,114,
篹,上聲,十四,旱,114,
蔊,上聲,十四,旱,114,
柦,上聲,十四,旱,114,
癉,上聲,十四,旱,114,
悹,上聲,十四,旱,114,
匴,上聲,十四,旱,114,
憚,上聲,十四,旱,114,
焊,上聲,十四,旱,114,
疸,上聲,十四,旱,114,
擀,上聲,十四,旱,114,
錧,上聲,十四,旱,114,
瘓,上聲,十四,旱,114,
奤,上聲,十四,旱,114,
坢,上聲,十四,旱,114,
饊,上聲,十四,旱,114,
糤,上聲,十四,旱,114,
梡,上聲,十四,旱,114,
皯,上聲,十四,旱,114,
輨,上聲,十四,旱,114,
繵,上聲,十四,旱,114,
潵,上聲,十四,旱,114,
芉,上聲,十四,旱,114,
狚,上聲,十四,旱,114,
輐,上聲,十四,旱,114,
酇,上聲,十四,旱,114,
瓪,上聲,十四,旱,114,
玬,上聲,十四,旱,114,
觛,上聲,十四,旱,114,
裋,上聲,十四,旱,114,
衎,上聲,十四,旱,114,
忄,上聲,十四,旱,114,
靼,上聲,十四,旱,114,
衦,上聲,十四,旱,114,
皽,上聲,十四,旱,114,
璮,上聲,十四,旱,114,
厂,上聲,十四,旱,114,
鉡,上聲,十四,旱,114,
穳,上聲,十四,旱,114,
浫,上聲,十四,旱,114,
攋,上聲,十四,旱,114,
皔,上聲,十四,旱,114,
刐,上聲,十四,旱,114,
藧,上聲,十四,旱,114,
嵈,上聲,十四,旱,114,
秚,上聲,十四,旱,114,
灡,上聲,十四,旱,114,
棵,上聲,十四,旱,114,斷木也
粄,上聲,十四,旱,114,
鏾,上聲,十四,旱,114,
𠜎,上聲,十四,旱,114,
跘,上聲,十四,旱,114,
拌,上聲,十四,旱,114,
繟,上聲,十四,旱,114,
駳,上聲,十四,旱,114,
唌,上聲,十四,旱,114,
禶,上聲,十四,旱,114,
焌,上聲,十四,旱,114,
鏋,上聲,十四,旱,114,
睕,上聲,十四,旱,114,
埦,上聲,十四,旱,114,
糷,上聲,十四,旱,114,
捖,上聲,十四,旱,114,
簳,上聲,十四,旱,114,
綄,上聲,十四,旱,114,
䂎,上聲,十四,旱,114,
䍐,上聲,十四,旱,114,
䌣,上聲,十四,旱,114,
䬳,上聲,十四,旱,114,
㪔,上聲,十四,旱,114,
䓍,上聲,十四,旱,114,
䉽,上聲,十四,旱,114,
䞡,上聲,十四,旱,114,
䟎,上聲,十四,旱,114,
䠪,上聲,十四,旱,114,
䛞,上聲,十四,旱,114,
䝹,上聲,十四,旱,114,
䪀,上聲,十四,旱,114,
㫜,上聲,十四,旱,114,
䦔,上聲,十四,旱,114,
䲌,上聲,十四,旱,114,
䩥,上聲,十四,旱,114,
䄤,上聲,十四,旱,114,
䩪,上聲,十四,旱,114,
䵟,上聲,十四,旱,114,
㼫,上聲,十四,旱,114,
㦨,上聲,十四,旱,114,
㼝,上聲,十四,旱,114,
䗆,上聲,十四,旱,114,
㫁,上聲,十四,旱,114,
䦎,上聲,十四,旱,114,
䏓,上聲,十四,旱,114,
㣪,上聲,十四,旱,114,
㦌,上聲,十四,旱,114,
㬊,上聲,十四,旱,114,
䉈,上聲,十四,旱,114,
䘾,上聲,十四,旱,114,
䕀,上聲,十四,旱,114,
𤺺,上聲,十四,旱,114,
𧹳,上聲,十四,旱,114,
眼,上聲,十五,潸,115,
限,上聲,十五,潸,115,
簡,上聲,十五,潸,115,
盞,上聲,十五,潸,115,
産,上聲,十五,潸,115,
板,上聲,十五,潸,115,
版,上聲,十五,潸,115,
赧,上聲,十五,潸,115,
莞,上聲,十五,潸,115,
睆,上聲,十五,潸,115,
柬,上聲,十五,潸,115,
嵼,上聲,十五,潸,115,
滻,上聲,十五,潸,115,
潸,上聲,十五,潸,115,
僩,上聲,十五,潸,115,
揀,上聲,十五,潸,115,
綰,上聲,十五,潸,115,
睅,上聲,十五,潸,115,
剗,上聲,十五,潸,115,
剷,上聲,十五,潸,115,
